Tweet identifiers
1284327809096180000
1284300024478760000
1284246436096290000
1283974659193530000
1283940500634910000
1283860595171700000
1283780280612860000
1283758481137290000
1283758480482980000
1283750874129370000
1283717207206190000
1283715823463390000
1283715375226420000
1283713417283380000
1283623768145830000
1283612498147420000
1283610774972140000
1283609848026780000
1283585336228990000
1283585334509330000
1283581754050100000
1283580059542940000
1283577843364950000
1283575610091040000
1283574423358840000
1283557666195830000
1283556245484360000
1283555775168700000
1283553607153970000
1283552634893250000
1283551530168180000
1283550635103660000
1283549487315600000
1283463614217640000
1283425520139420000
1283425519338310000
1283420027912280000
1283054149102450000
1283054148070430000
1282811502823530000
1282734160189110000
1282734159425710000
1282506729616530000
1282506728739740000
1282506727905120000
1282506726852270000
1282506726151870000
1282506725522730000
1282506724784500000
1282506724084050000
1282506723375230000
1282506722653830000
1282506721944930000
1282506721210980000
1282506720481170000
1282506719168360000
1282506718186880000
1282409985511570000
1282409983762520000
1282375363255910000
1282009405001650000
1282009404162750000
1282009403332290000
1282009402497580000
1282009401176380000
1282005492902960000
1281975865711050000
1281951836379860000
1281951835448720000
1281831404033060000
1281818433890290000
1281818432321660000
1281683931285210000
1281456621273570000
1281411779428350000
1281280333573270000
1281280332805750000
1281280330998000000
1280983947673910000
1280983946516260000
1280983945715150000
1280910998971440000
1280910998283530000
1280910997520210000
1280910995859230000
1280910994890340000
1280910993808210000
1280910992906430000
1280910991958560000
1280910990247240000
1280716266043390000
1280711185659090000
1280711183784240000
1280504082009110000
1280217422444650000
1280185460313030000
1279992558437840000
1279992557561240000
1279992556768510000
1279540826486390000
1279538886507540000
1279538885790270000
1279526553995440000
1279492298141690000
1279491177696260000
1279463114635780000
1279463113566280000
1279463112379250000
1279463108084240000
1279221761268010000
1279200433127380000
1279200431529320000
1278917392827990000
1278910417708800000
1278910416819640000
1278910415250920000
1278450151510630000
1278450149119920000
1278172852244500000
1277051567972110000
1277051567443570000
1277051566835420000
1277051566273380000
1277051565346440000
1276545469523480000
1276545468734990000
1276369961896730000
1276369960864860000
1275900331562370000
1275874775051540000
1275851038763990000
1275684194371460000
1275425236502990000
1275425232828820000
1275136027477150000
1275081588661860000
1275081584719220000
1275075601519390000
1275074226572060000
1275073737969110000
1275073530753710000
1275073179258450000
1275073020382410000
1275072838009890000
1275071748522650000
1274820461654750000
1274530555212650000
1274530553572640000
1274170360313720000
1274170358342400000
1274045497968160000
1274045497125170000
1274045496080730000
1273992803656180000
1273455093413630000
1273319183556600000
1273009123060150000
1272942564706930000
1272267882437560000
1272267881732900000
1272211530608570000
1272211529794850000
1271599799838490000
1271493114759220000
1271281394367330000
1271281393587250000
1271281392777780000
1271281392022760000
1271281391263600000
1271281389879480000
1271281389053170000
1271235155697390000
1271235154929800000
1271235154237740000
1271235152828450000
1270512692931910000
1270124414424600000
1269992180694650000
1268933883245910000
1268613909973310000
1268559582189610000
1268323847951920000
1268012755660840000
1267560694578160000
1267488160058970000
1267488159174010000
1267488158297360000
1267488157424990000
1267488156531600000
1267488155801800000
1267488154828720000
1267488153473920000
1267488152647640000
1267488151397750000
1267488150512790000
1266793071166930000
1266443717692420000
1266377721799560000
1265786653928390000
1265500363551120000
1265500361944680000
